provider,model_id,name,context_length,prompt_cost,completion_cost,created,description
OpenRouter,meta-llama/llama-3.2-3b-instruct,Meta: Llama 3.2 3B Instruct,131072,0.00000002,0.00000002,1727222400,"Llama 3.2 3B is a 3-billion-parameter multilingual large language model, optimized for advanced natu"
OpenRouter,meta-llama/llama-3.2-1b-instruct,Meta: Llama 3.2 1B Instruct,60000,0.000000027,0.0000002,1727222400,Llama 3.2 1B is a 1-billion-parameter language model focused on efficiently performing natural langu
OpenRouter,meta-llama/llama-3.2-90b-vision-instruct,Meta: Llama 3.2 90B Vision Instruct,32768,0.00000035,0.0000004,1727222400,"The Llama 90B Vision model is a top-tier, 90-billion-parameter multimodal model designed for the mos"
OpenRouter,meta-llama/llama-3.2-11b-vision-instruct,Meta: Llama 3.2 11B Vision Instruct,131072,0.000000049,0.000000049,1727222400,"Llama 3.2 11B Vision is a multimodal model with 11 billion parameters, designed to handle tasks comb"
OpenRouter,qwen/qwen-2.5-72b-instruct,Qwen2.5 72B Instruct,32768,0.00000007,0.00000026,1726704000,Qwen2.5 72B is the latest series of Qwen large language models. Qwen2.5 brings the following improve
OpenRouter,neversleep/llama-3.1-lumimaid-8b,NeverSleep: Lumimaid v0.2 8B,32768,0.00000009,0.0000006,1726358400,"Lumimaid v0.2 8B is a finetune of [Llama 3.1 8B](/models/meta-llama/llama-3.1-8b-instruct) with a ""H"
OpenRouter,mistralai/pixtral-12b,Mistral: Pixtral 12B,32768,0.0000001,0.0000001,1725926400,"The first multi-modal, text+image-to-text model from Mistral AI. Its weights were launched via torre"
OpenRouter,cohere/command-r-08-2024,Cohere: Command R (08-2024),128000,0.00000015,0.0000006,1724976000,command-r-08-2024 is an update of the [Command R](/models/cohere/command-r) with improved performanc
OpenRouter,cohere/command-r-plus-08-2024,Cohere: Command R+ (08-2024),128000,0.0000025,0.00001,1724976000,command-r-plus-08-2024 is an update of the [Command R+](/models/cohere/command-r-plus) with roughly 
OpenRouter,sao10k/l3.1-euryale-70b,Sao10K: Llama 3.1 Euryale 70B v2.2,32768,0.00000065,0.00000075,1724803200,Euryale L3.1 70B v2.2 is a model focused on creative roleplay from [Sao10k](https://ko-fi.com/sao10k
OpenRouter,qwen/qwen-2.5-vl-7b-instruct,Qwen: Qwen2.5-VL 7B Instruct,32768,0.0000002,0.0000002,1724803200,"Qwen2.5 VL 7B is a multimodal LLM from the Qwen Team with the following key enhancements:

- SoTA un"
OpenRouter,microsoft/phi-3.5-mini-128k-instruct,Microsoft: Phi-3.5 Mini 128K Instruct,128000,0.0000001,0.0000001,1724198400,"Phi-3.5 models are lightweight, state-of-the-art open models. These models were trained with Phi-3 d"
OpenRouter,nousresearch/hermes-3-llama-3.1-70b,Nous: Hermes 3 70B Instruct,65536,0.0000003,0.0000003,1723939200,Hermes 3 is a generalist language model with many improvements over [Hermes 2](/models/nousresearch/
OpenRouter,nousresearch/hermes-3-llama-3.1-405b:free,Nous: Hermes 3 405B Instruct (free),131072,0,0,1723766400,"Hermes 3 is a generalist language model with many improvements over Hermes 2, including advanced age"
OpenRouter,nousresearch/hermes-3-llama-3.1-405b,Nous: Hermes 3 405B Instruct,131072,0.000001,0.000001,1723766400,"Hermes 3 is a generalist language model with many improvements over Hermes 2, including advanced age"
OpenRouter,openai/chatgpt-4o-latest,OpenAI: ChatGPT-4o,128000,0.000005,0.000015,1723593600,OpenAI ChatGPT 4o is continually updated by OpenAI to point to the current version of GPT-4o used by
OpenRouter,sao10k/l3-lunaris-8b,Sao10K: Llama 3 8B Lunaris,8192,0.00000004,0.00000005,1723507200,Lunaris 8B is a versatile generalist and roleplaying model based on Llama 3. It's a strategic merge 
OpenRouter,openai/gpt-4o-2024-08-06,OpenAI: GPT-4o (2024-08-06),128000,0.0000025,0.00001,1722902400,"The 2024-08-06 version of GPT-4o offers improved performance in structured outputs, with the ability"
OpenRouter,meta-llama/llama-3.1-405b,Meta: Llama 3.1 405B (base),32768,0.000004,0.000004,1722556800,Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This is the bas
OpenRouter,meta-llama/llama-3.1-70b-instruct,Meta: Llama 3.1 70B Instruct,131072,0.0000004,0.0000004,1721692800,Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This 70B instru
OpenRouter,meta-llama/llama-3.1-405b-instruct,Meta: Llama 3.1 405B Instruct,130815,0.0000035,0.0000035,1721692800,The highly anticipated 400B class of Llama3 is here! Clocking in at 128k context with impressive eva
OpenRouter,meta-llama/llama-3.1-8b-instruct,Meta: Llama 3.1 8B Instruct,131072,0.00000002,0.00000003,1721692800,Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This 8B instruc
OpenRouter,mistralai/mistral-nemo,Mistral: Mistral Nemo,131072,0.00000002,0.00000004,1721347200,A 12B parameter model with a 128k token context length built by Mistral in collaboration with NVIDIA
OpenRouter,openai/gpt-4o-mini-2024-07-18,OpenAI: GPT-4o-mini (2024-07-18),128000,0.00000015,0.0000006,1721260800,"GPT-4o mini is OpenAI's newest model after [GPT-4 Omni](/models/openai/gpt-4o), supporting both text"
OpenRouter,openai/gpt-4o-mini,OpenAI: GPT-4o-mini,128000,0.00000015,0.0000006,1721260800,"GPT-4o mini is OpenAI's newest model after [GPT-4 Omni](/models/openai/gpt-4o), supporting both text"
OpenRouter,google/gemma-2-27b-it,Google: Gemma 2 27B,8192,0.00000065,0.00000065,1720828800,Gemma 2 27B by Google is an open model built from the same research and technology used to create th
OpenRouter,google/gemma-2-9b-it,Google: Gemma 2 9B,8192,0.00000003,0.00000009,1719532800,"Gemma 2 9B by Google is an advanced, open-source language model that sets a new standard for efficie"
OpenRouter,sao10k/l3-euryale-70b,Sao10k: Llama 3 Euryale 70B v2.1,8192,0.00000148,0.00000148,1718668800,"Euryale 70B v2.1 is a model focused on creative roleplay from [Sao10k](https://ko-fi.com/sao10k).

-"
OpenRouter,mistralai/mistral-7b-instruct:free,Mistral: Mistral 7B Instruct (free),32768,0,0,1716768000,"A high-performing, industry-standard 7.3B parameter model, with optimizations for speed and context "
OpenRouter,mistralai/mistral-7b-instruct,Mistral: Mistral 7B Instruct,32768,0.000000028,0.000000054,1716768000,"A high-performing, industry-standard 7.3B parameter model, with optimizations for speed and context "
OpenRouter,mistralai/mistral-7b-instruct-v0.3,Mistral: Mistral 7B Instruct v0.3,32768,0.0000002,0.0000002,1716768000,"A high-performing, industry-standard 7.3B parameter model, with optimizations for speed and context "
OpenRouter,nousresearch/hermes-2-pro-llama-3-8b,NousResearch: Hermes 2 Pro - Llama-3 8B,8192,0.000000025,0.00000008,1716768000,"Hermes 2 Pro is an upgraded, retrained version of Nous Hermes 2, consisting of an updated and cleane"
OpenRouter,microsoft/phi-3-mini-128k-instruct,Microsoft: Phi-3 Mini 128K Instruct,128000,0.0000001,0.0000001,1716681600,"Phi-3 Mini is a powerful 3.8B parameter model designed for advanced language understanding, reasonin"
OpenRouter,microsoft/phi-3-medium-128k-instruct,Microsoft: Phi-3 Medium 128K Instruct,128000,0.000001,0.000001,1716508800,Phi-3 128K Medium is a powerful 14-billion parameter model designed for advanced language understand
OpenRouter,meta-llama/llama-guard-2-8b,Meta: LlamaGuard 2 8B,8192,0.0000002,0.0000002,1715558400,"This safeguard model has 8B parameters and is based on the Llama 3 family. Just like is predecessor,"
OpenRouter,openai/gpt-4o,OpenAI: GPT-4o,128000,0.0000025,0.00001,1715558400,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text"
OpenRouter,openai/gpt-4o:extended,OpenAI: GPT-4o (extended),128000,0.000006,0.000018,1715558400,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text"
OpenRouter,openai/gpt-4o-2024-05-13,OpenAI: GPT-4o (2024-05-13),128000,0.000005,0.000015,1715558400,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text"
OpenRouter,meta-llama/llama-3-8b-instruct,Meta: Llama 3 8B Instruct,8192,0.00000003,0.00000006,1713398400,Meta's latest class of model (Llama 3) launched with a variety of sizes & flavors. This 8B instruct-
OpenRouter,meta-llama/llama-3-70b-instruct,Meta: Llama 3 70B Instruct,8192,0.0000003,0.0000004,1713398400,Meta's latest class of model (Llama 3) launched with a variety of sizes & flavors. This 70B instruct
OpenRouter,mistralai/mixtral-8x22b-instruct,Mistral: Mixtral 8x22B Instruct,65536,0.000002,0.000006,1713312000,Mistral's official instruct fine-tuned version of [Mixtral 8x22B](/models/mistralai/mixtral-8x22b). 
OpenRouter,microsoft/wizardlm-2-8x22b,WizardLM-2 8x22B,65536,0.00000048,0.00000048,1713225600,WizardLM-2 8x22B is Microsoft AI's most advanced Wizard model. It demonstrates highly competitive pe
OpenRouter,openai/gpt-4-turbo,OpenAI: GPT-4 Turbo,128000,0.00001,0.00003,1712620800,The latest GPT-4 Turbo model with vision capabilities. Vision requests can now use JSON mode and fun
OpenRouter,anthropic/claude-3-haiku,Anthropic: Claude 3 Haiku,200000,0.00000025,0.00000125,1710288000,"Claude 3 Haiku is Anthropic's fastest and most compact model for
near-instant responsiveness. Quick "
OpenRouter,anthropic/claude-3-opus,Anthropic: Claude 3 Opus,200000,0.000015,0.000075,1709596800,Claude 3 Opus is Anthropic's most powerful model for highly complex tasks. It boasts top-level perfo
OpenRouter,mistralai/mistral-large,Mistral Large,128000,0.000002,0.000006,1708905600,"This is Mistral AI's flagship model, Mistral Large 2 (version `mistral-large-2407`). It's a propriet"
OpenRouter,openai/gpt-4-turbo-preview,OpenAI: GPT-4 Turbo Preview,128000,0.00001,0.00003,1706140800,"The preview GPT-4 model with improved instruction following, JSON mode, reproducible outputs, parall"
OpenRouter,openai/gpt-3.5-turbo-0613,OpenAI: GPT-3.5 Turbo (older v0613),4095,0.000001,0.000002,1706140800,"GPT-3.5 Turbo is OpenAI's fastest model. It can understand and generate natural language or code, an"
OpenRouter,mistralai/mistral-tiny,Mistral Tiny,32768,0.00000025,0.00000025,1704844800,Note: This model is being deprecated. Recommended replacement is the newer [Ministral 8B](/mistral/m
OpenRouter,mistralai/mistral-small,Mistral Small,32768,0.0000002,0.0000006,1704844800,"With 22 billion parameters, Mistral Small v24.09 offers a convenient mid-point between (Mistral NeMo"
OpenRouter,mistralai/mistral-7b-instruct-v0.2,Mistral: Mistral 7B Instruct v0.2,32768,0.0000002,0.0000002,1703721600,"A high-performing, industry-standard 7.3B parameter model, with optimizations for speed and context "
OpenRouter,mistralai/mixtral-8x7b-instruct,Mistral: Mixtral 8x7B Instruct,32768,0.00000054,0.00000054,1702166400,"Mixtral 8x7B Instruct is a pretrained generative Sparse Mixture of Experts, by Mistral AI, for chat "
OpenRouter,neversleep/noromaid-20b,Noromaid 20B,4096,0.000001,0.00000175,1700956800,"A collab between IkariDev and Undi. This merge is suitable for RP, ERP, and general knowledge.

#mer"
OpenRouter,alpindale/goliath-120b,Goliath 120B,6144,0.000006,0.000008,1699574400,A large LLM created by combining two fine-tuned Llama 70B models into one 120B model. Combines Xwin 
OpenRouter,openrouter/auto,Auto Router,2000000,-1,-1,1699401600,"Your prompt will be processed by a meta-model and routed to one of dozens of models (see below), opt"
OpenRouter,openai/gpt-4-1106-preview,OpenAI: GPT-4 Turbo (older v1106),128000,0.00001,0.00003,1699228800,The latest GPT-4 Turbo model with vision capabilities. Vision requests can now use JSON mode and fun
OpenRouter,mistralai/mistral-7b-instruct-v0.1,Mistral: Mistral 7B Instruct v0.1,2824,0.00000011,0.00000019,1695859200,"A 7.3B parameter model that outperforms Llama 2 13B on all benchmarks, with optimizations for speed "
OpenRouter,openai/gpt-3.5-turbo-instruct,OpenAI: GPT-3.5 Turbo Instruct,4095,0.0000015,0.000002,1695859200,This model is a variant of GPT-3.5 Turbo tuned for instructional prompts and omitting chat-related o
OpenRouter,openai/gpt-3.5-turbo-16k,OpenAI: GPT-3.5 Turbo 16k,16385,0.000003,0.000004,1693180800,"This model offers four times the context length of gpt-3.5-turbo, allowing it to support approximate"
OpenRouter,mancer/weaver,Mancer: Weaver (alpha),8000,0.000001125,0.000001125,1690934400,"An attempt to recreate Claude-style verbosity, but don't expect the same level of coherence or memor"
OpenRouter,undi95/remm-slerp-l2-13b,ReMM SLERP 13B,6144,0.00000045,0.00000065,1689984000,A recreation trial of the original MythoMax-L2-B13 but with updated models. #merge
OpenRouter,gryphe/mythomax-l2-13b,MythoMax 13B,4096,0.00000006,0.00000006,1688256000,"One of the highest performing and most popular fine-tunes of Llama 2 13B, with rich descriptions and"
OpenRouter,openai/gpt-3.5-turbo,OpenAI: GPT-3.5 Turbo,16385,0.0000005,0.0000015,1685232000,"GPT-3.5 Turbo is OpenAI's fastest model. It can understand and generate natural language or code, an"
OpenRouter,openai/gpt-4,OpenAI: GPT-4,8191,0.00003,0.00006,1685232000,"OpenAI's flagship model, GPT-4 is a large-scale multimodal language model capable of solving difficu"
OpenRouter,openai/gpt-4-0314,OpenAI: GPT-4 (older v0314),8191,0.00003,0.00006,1685232000,"GPT-4-0314 is the first version of GPT-4 released, with a context length of 8,192 tokens, and was su"
